Majority protein IDs,Gene Name,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27
Q3E7Y3:P0C0W1,RPS22B,344725.419904185,330103.205383874,325791.617350952,353974.409860375,387210.278950706,348508.698266395,431232.509496149,460519.728177449,476106.43774635,482590.506515269,527911.915922069,559629.640142003,326035.741118351,478447.791128391,449183.388926715,499560.30585969,533533.426919412,541069.598854971,545584.56294569,595268.806954503,551179.623602422,645790.711831465,635241.655191766,635173.710091354,582264.116573025,484146.314306919,740459.548895202
Q99369,FSH3,1857.31498175543,1923.97083485892,1738.18869602787,1611.39966732371,1907.22831022526,1558.79565390829,2078.13464136049,2277.1028425688,2130.1925840461,2206.20603682555,2460.18904119838,2367.18119227685,1363.45755779352,2024.65142643128,1822.623858391,1875.51289524333,1884.08808079738,1752.51148897643,1734.12564005345,1617.23778077061,1367.18507913409,1555.84755210536,1648.57326223756,1584.49791776723,1109.51213759125,1101.7608955921,1196.97310560669
A5Z2X5,YPR010C-A,74983.045816074,76665.610697554,78569.2321302983,86766.8677734854,85620.4368840439,91603.2846366945,96952.6576694385,93202.1417956452,96301.2379842518,104989.861092603,107827.594711538,116028.653664863,70685.0019272769,110984.798513498,99123.6198675426,101661.885070256,109720.0674258,101544.949739789,105547.199057808,121949.292399208,102805.937915641,108549.456974222,110867.028418602,97770.2542341585,88534.9262641652,69400.9458765026,93240.6882491012
O43137,YBR085C-A,13871.3679747871,14329.8092223223,13409.5935993719,13489.6253599204,12134.743734993,13248.4091502534,11649.0743551348,10783.48209372,12845.5022071162,9189.28065360904,9912.23907445653,9410.82368523763,4677.3676790982,4265.28803543506,5738.63209751473,5490.95524581784,5078.8363004356,4756.79076175551,5355.14903365513,6461.34088896773,5868.09420241224,5881.29570633908,5643.86273345552,5036.50723154543,4555.27181886415,2691.42781236845,4241.12970466816
O74700,TIM9,9188.43988847225,10041.5232159094,10643.0205698827,9699.95343643906,10355.3601454543,12171.0896290259,15950.4979586699,15631.3399543494,15855.4937971959,18515.3840062212,20306.5508275066,20361.5922306471,11781.367125538,18032.5879524112,17790.2075804915,19827.7595349733,21606.6463310546,20591.7860566281,23636.6032011453,27910.2983778561,23810.4992142719,27866.4614375683,26611.0414073942,25951.2116282163,24273.2760955492,20215.4118895175,28203.3643889907
P00128,QCR7,118357.376839205,110767.809211874,116379.839749893,123289.949656805,134104.980765577,132379.424791004,161617.025208378,167119.291999904,158736.557495671,178097.77367298,200679.94204911,205082.320336304,122960.998697686,184513.459482861,169067.540320856,191063.661157925,189509.891588368,191978.211864336,195320.629943274,216504.148046922,196731.289891782,207809.778802487,208494.642419454,188850.769778641,171411.883605986,132680.981573435,198780.843104897
P00427,COX6,91455.1416553913,98429.5320516697,94845.8627012938,90324.7167255794,100370.562439857,105670.187399914,121861.93765077,125390.537866598,121187.165491047,132427.482492293,136995.892264205,143225.768472853,86619.8857751303,134998.411258959,121032.299342086,145728.592696013,145390.225487089,138040.500674164,138464.061352823,166600.792691167,143824.76956927,155617.914997294,153521.826729502,141223.682646868,124712.185179542,99654.8533780013,135081.796525539
P01097,INH1,53207.6641813849,55757.6359839117,55160.6238188663,60695.6979479665,64473.4597697555,58195.8858599304,71500.5919906863,74513.0557218424,66363.7984087676,72888.5613708873,86890.4772757825,87392.0719530135,52225.4995509121,79535.1144687097,71701.2144763744,78495.9725286229,83202.6594780581,74761.3069480312,76446.9685128263,78463.875681902,70781.9645356099,69159.4257585355,68359.4695302692,60278.8456944623,54808.9844323407,38535.2507081915,53169.2903498439
P05319,RPP2A,104196.222409183,110997.251790807,113369.227094424,118580.847949139,111408.723289742,118696.922146911,149353.197083261,162029.695748592,143769.093069417,170053.866943159,186105.99359347,195813.929023186,122186.104493278,175556.626295827,176449.7493049,185477.30716785399,196079.70889943,194087.864048123,199105.179951361,219399.013297518,201868.111198969,233356.971227837,234972.912041004,235011.381003596,220844.456716533,179752.382748125,279079.230268128
P07143,CYT1,20022.443651576,18407.9751283999,18137.9389506029,23466.5629385757,21814.3851077472,24414.973187612,29765.0332564315,35692.338853656,29400.4044913397,28502.4206829841,36753.4064385711,38015.0815292771,22093.9289257392,31817.2062873374,28097.0569805267,36869.488631797,34873.9867192462,37450.6886267983,40013.6807210831,42550.8496234819,38258.3877717317,40491.9109376784,38711.4939739347,37506.1689840444,32110.7129827574,33478.307730065,35426.7903290481
Q3E754:P0C0V8,RPS21B,107223.096828146,96431.2900207971,106673.605189363,107963.240022763,98943.2084849339,117614.746603027,128400.485294084,133956.594145519,128495.867455183,142338.530135272,157695.529322759,167587.032541184,102892.276515331,140355.352659388,146143.141395919,165140.879292241,165648.809465383,158051.068114848,162316.55569731,183934.355785533,153794.533030016,198430.632865548,197568.484211615,193450.102399345,185264.111281017,149232.054465688,226400.519961732
P10962,MAK16,3270.87660553548,3232.67305232337,3509.03522967011,4192.03882551735,4059.29489108228,3956.43691799243,6123.84517049546,6646.69206752826,6093.07100040701,6959.35384471986,8847.4042098414,8254.01971806367,5364.16949081985,7985.61504779362,7139.63048244683,8160.31879743873,8752.79110493933,8786.07126669945,7594.37249149796,9302.79901705714,8348.38938881225,10733.6593456235,9592.36878385434,9736.61130676567,9184.45864229165,7922.29698536285,11222.0045037057
P13517,CAP2,11726.3635476693,12571.8463175803,13694.1230823354,10644.0419466888,11056.4232693089,11371.9247348986,11395.3407734059,12015.7934663186,11195.4744196525,11923.8844383642,12700.6449570803,13769.0823222201,7091.99454813842,9166.73124637162,8959.43417688634,9192.75314039693,10120.0440186477,9399.57353942405,8412.42147934333,9999.66549136386,8991.10967525542,8704.67901018077,8850.21261368676,8632.77677290461,8139.48714136503,6078.97335907945,8785.60792421795
P20606,SAR1,22128.125484246,20217.5269542239,15947.7071364002,25087.1542591761,17980.5117915736,13337.2849313881,28629.0490309303,16140.8307190118,15333.6484853068,29281.6730260278,12771.2251975832,21283.8699265784,17635.2698593787,7606.9689261567,15617.4114444658,11255.9611847362,7531.32118780735,19807.967737822,21500.8000316459,8323.66795546422,12959.0563123598,13478.621576343,7104.23576453764,12514.0837017335,7074.06967714576,4877.37220254806,17312.4440610822
P25332,RBK1,5611.20707908038,5774.29756270228,5444.0911880054,5417.25029180387,5165.63279007769,4728.87364316656,5925.14166282703,5776.45025304157,5483.02074974443,5435.77383392733,6402.93346617163,6854.50156758559,3107.50652969363,5150.10616392826,3745.4140844339,4395.36898536892,4070.22692140027,4974.77976599352,4725.04893989032,5014.86885747988,4707.08428166415,5650.79361453337,5102.31656017357,4912.73349725737,5125.88889027448,3643.32980779541,4889.63653646594
P25654,YCR090C,6475.02952062892,5631.70212275616,5912.59728023585,5300.53702020497,5236.47586513046,5025.29306622636,5173.86704603407,5541.08476669056,4894.62326225742,5479.5214229577,6153.33516822728,6727.3334058619,3753.11626997898,5654.65790666327,5358.12613984293,4816.50497023921,5363.255523365,5374.2601640053,5527.26033367232,5473.05081708169,5780.92081510847,5311.72487691209,3571.27472151309,5633.49621603317,5222.99558581351,4067.9308975869,3541.70993992356
P32366,VMA6,20615.4453400341,20741.3522534127,20583.8164112868,19882.2418522679,20084.7084522531,19875.2387685686,25686.0608294222,22272.3562929871,23527.0295668082,24355.4464132904,26691.4181493087,27541.7070111016,14844.9956933035,20378.6232826311,20370.7000114696,20954.3132886732,20998.403818707,21374.2805393128,20307.275474085,20656.8202855099,20285.7072068438,23562.208525437,23982.6748695318,24131.793216319,22554.6687271438,19507.2029010876,28715.3382606624
P35195,ECM15,51007.5397276719,53657.6528933913,48689.9614228474,53068.4363681141,55955.1670165463,53659.0137581733,55562.0134334177,56844.4004051396,51627.4101596387,51904.9158280502,58506.5478275559,57695.5035643311,31000.9367810999,41572.2600124631,39254.4734157846,36649.8837403678,43175.170906434,42085.9348028591,35617.1318856307,35277.8506834751,36860.2764194562,30088.4130711501,30582.0334185939,28137.6873501978,23119.5701875835,17566.9662328516,22095.3144994935
P36154,AIM29,9796.91172555478,9904.01330088357,10082.8498867701,9894.7965644129,9304.07112504816,8925.58677531593,10795.2714483914,10424.8335351253,9410.120619173,10720.2032242318,11276.5211808355,12344.4672359882,6027.80010651717,9858.31835123469,8600.35116838947,9036.94710397336,8956.10229411025,9013.89466214835,9294.26382496262,9357.92749032222,8930.79551675695,9225.82840298005,8869.26169148665,9377.08295052302,8054.59779742622,6595.83241910005,9935.63144186918
P36517,MRPL4,2099.10978832953,2493.55561989608,2355.79050367634,2561.78402673868,2820.43638356228,2755.74402372896,5577.67409247317,5489.96663038808,4514.23507876644,5376.09835480674,6941.36607265414,6723.47220124323,4300.66357988049,7279.19201540823,6473.3188403925,8525.71989679609,8503.25118499807,8011.32821838548,8422.69976172443,10748.8637580504,8505.72568451704,12819.8775835491,12096.0987996255,11132.5402878225,10614.5106770483,8647.89520334041,11686.7877621219
P37263,YCR087C-A,1378.00298718407,1563.57102127672,1374.64059035442,1604.6728826527,1860.383393509,1762.44806145643,2418.95781792044,3065.65338301941,2748.16051184307,3071.08727660426,3330.54250672117,3178.17332847936,2210.95231582485,3301.42282377449,3478.38058493905,4136.64642505496,3607.40643073026,3395.24786964991,3587.73628903678,3910.21203551331,3662.68423317779,5054.58699965188,4215.68372415031,4810.83445362636,5185.5047563326,3945.80906303863,6425.93868817693
P38203,LSM2,4485.8519241237,4072.15377763894,4281.10901749401,4212.56292969828,4079.18355306228,3991.81985618694,5092.45910156229,4787.39627429435,4514.02848508682,5063.05059574458,4932.14591742622,5720.04686061822,3314.77835138875,4125.64070923569,4212.80744585065,4589.07779356608,4353.64518860165,4522.16945524281,4951.46228942388,4450.85736739566,4697.39889926678,4799.80980265974,4262.10186856784,4160.58565770961,3923.25131170433,2701.08254688715,4987.20993415891
P38288,TOS1,1807.62288172891,1991.46669192677,1947.32575408145,2123.69972399636,2079.4838386765,2023.57245098813,2930.42830116516,2902.65773357037,2890.83066012172,2928.64284944406,2948.58676315955,3408.59665968365,1929.12173617193,2306.53979287898,2235.75907978188,2236.05562767025,2371.97990529175,2449.60900183215,2162.74966558292,2066.39835861325,2033.40371412555,2299.04964317105,2461.38309790668,2199.78478200069,2036.54440208511,1805.65767659325,2711.11016299166
P38615,RIM11,5445.23218127572,3156.7148076798,4307.92226712063,3311.98308746027,3540.26382038902,5042.3260411232,3949.46816795394,2915.27829105335,3475.42893542321,2949.23084074633,2743.56558550657,3773.5254080836,2023.45329900772,3570.35672943796,3201.3504433419,3110.56676581539,2812.49984274662,3044.60004189906,2694.44621224122,3349.41117562521,3061.43921819414,3141.43103618468,2588.78176310732,2996.88993873531,2685.83860313326,2557.10489579967,1965.78143021562
P38759,VPS29,4529.6285283289,4347.73121474046,4552.91676495643,4163.20834442818,4597.7407082006,4319.28787970617,4827.79911326232,4599.31787834601,4837.70022420076,5049.03821083447,6031.03930026912,6140.25601068477,3229.33974618699,4581.05773513781,4459.33499970982,4499.62404785244,4507.95445825394,4389.02836997968,3998.96056118311,4611.37456062814,4516.18763573159,4541.01710272181,4877.09476874287,5491.41326123551,4342.45152595701,3494.03341863822,6337.98525072525
P38910,HSP10,278110.427272652,287302.461314578,301104.617192471,241772.67264794,249798.554050911,244369.70275352,235123.29557454,246152.91447991,263891.20871851,269184.57904568,303289.730915276,330477.584358101,181139.473606188,282948.938211741,257786.856894416,286989.7462374,311824.73144415,302570.755248082,336341.993127049,376828.414730083,330234.529471838,336557.845368737,345767.53493237,318164.307596802,295876.073065805,223664.846534273,322075.633538081
P38930,CKB2,5290.05026548778,5029.91094190755,4856.99279556086,4694.00001829624,4954.67941100905,4842.80686825366,5306.80904446303,5173.69413284571,5642.35012027623,5724.57924764296,5820.11317189798,7048.87659057285,3621.76545960548,5522.76499130775,5732.54893418854,5573.81875293093,5832.06654773074,5601.12496828436,5288.9838433909,5095.38237119898,4771.23269201491,5757.07324095024,4822.33640760134,5408.98447106257,4492.26302390527,3964.80375683458,5738.65310217349
P39979,HPA3,8374.9084940382,8018.15230292002,9111.35949623243,10002.4800498256,10937.7684954341,9508.80629909314,16496.1313082759,14837.650935101,17281.9465539803,20512.9369911999,19823.5188406654,22432.1118249541,15832.5513512948,18946.3205832941,17507.9598099285,19043.5032906928,17290.8319529157,21035.3227740672,20682.3367027559,18780.2271169243,22913.7885160898,17845.8042336681,19825.2901014672,20626.1101365967,15612.6437580958,13700.1697571993,20198.0381944098
P39990,SNU13,40789.5344411799,40177.3435730315,43305.4146616455,46488.1559883439,44964.726038774,49854.5566048262,61506.5930578909,56333.7269495298,60658.771788903,63468.5196488858,62857.8870889626,71016.4905907171,43409.9221684033,60827.0137914623,58052.1174659412,64260.0202803136,61262.3778611637,68133.7700680476,76861.9197007656,68542.4356527103,70069.2413520266,74434.8076714993,67384.7653366833,71500.2365633066,68290.2596139603,46826.0220391174,87860.007071487
P40033,RSM18,3881.24803618712,4014.43886481408,4035.49330779218,5092.02594544801,5423.5530805491,4076.34369732808,8311.313306431,9407.2127253353,9090.46441881425,10260.2127858471,12022.5483217679,12807.9914385591,6829.97092896149,11120.2034307912,10567.7193382953,11835.1173450471,12885.8218360753,12087.0651560675,14406.457907676,15680.9266837656,13435.3370083334,15068.0483315015,15492.634093612,14595.8026878606,14132.4462280323,11141.7805895664,15765.2440469788
P40347,LTP1,1887.42875753461,1811.79183519164,2237.97327715363,2259.86698080421,2191.69545592479,3292.62203462129,6341.7938370575,6207.12059771734,4718.90222821386,6934.34578535956,7925.34723750027,7668.71880026118,4961.20066024667,6738.17680345276,7302.7575662055,8086.99860225962,8579.23475986232,8776.56099732476,8914.97854454946,8332.31955282664,9316.75177769968,7755.82729042337,7839.96506609489,8104.30357404802,7120.34710173263,5988.62301197174,8711.04683019228
P40452,COA1,2644.70356728784,2417.79465963771,2281.30294513142,2358.18416388138,2440.58789924698,2193.63677786627,3289.93964689359,2630.95110733819,2793.83802980369,3370.36902449335,2745.46479343074,4237.60916588462,2192.63791162244,2269.2871786544,3091.93189595219,3270.51694782868,2483.09075681119,3653.28094746226,3525.43155705756,2709.3013563902,3269.41911233057,3142.79111702007,2190.23877842039,3021.20327700561,2493.47235028206,1211.47827479626,2456.26524866307
P40555,NAS2,12020.0315772502,12086.3290598655,11575.0207060541,8729.8794848418,7891.89901285848,7839.47455020135,6966.46675661386,7698.21156967109,7581.42529249248,6755.83925482409,7138.80475798661,7374.52381213708,4102.31748633616,5864.28905156036,5421.07369121384,5388.75349769349,5594.35154298381,5061.05288516343,4448.00308044222,4332.26413220488,4784.6254141122,4397.00279723486,3965.17287460101,3756.23541665045,3308.04874511667,2946.09237704668,4352.66932021245
P49167,RPL38,234930.28828316,244747.451446662,243277.819777528,250509.543363883,252971.288362342,254021.575251189,344775.277846787,355425.269131612,326378.58635096,387817.791568719,418128.288363419,427216.678864148,270695.335468107,405272.876242779,371443.569207237,424566.196640445,432158.618966214,447367.479103183,437179.679102259,482613.333419424,451823.07262707,533190.900087615,528960.044126814,513398.856898739,503182.703940418,396486.172665996,623873.122817708
